Gene.refGene	mis_ratio_score
ADAM32	0.9215686274509803
ADAM33	0.9016393442622951
ADAM7	0.9824561403508771
ADAM8	0.9504950495049505
ADAM9	0.5878787878787879
ADAMDEC1	0.9230769230769231
ADAMTS1	0.8780487804878049
ADAMTS10	0.5608108108108109
ADAMTS12	0.9491525423728814
ADAMTS13	0.5960854092526691
ADAMTS14	0.9548872180451128
ADAMTS15	0.9240506329113924
ADAMTS16	0.9230769230769231
ADAMTS17	0.5184174624829468
ADAMTS18	0.6383442265795207
ADAMTS19	0.8529411764705882
ADAMTS2	0.3538083538083538
ADAMTS20	0.959349593495935
ADAMTS3	0.7983193277310925
ADAMTS4	0.9857142857142858
ADAMTS5	0.9565217391304348
ADAMTS6	1.0
ADAMTS7	0.9202127659574468
ADAMTS8	0.9692307692307692
ADAMTS9	0.7590361445783133
ADAMTS9-AS1	0.0
ADAMTSL1	0.9157303370786517
ADAMTSL2	0.6052631578947368
ADAMTSL3	0.9202898550724637
ADAMTSL4	0.4810126582278481
ADAMTSL4-AS1	0.0
ADAMTSL5	1.0
ADAP1	0.9130434782608695
ADAP2	1.0
ADAR	0.6087768440709617
ADAR;ADAR	1.0
ADARB1	0.7592592592592593
ADARB2	0.927710843373494
ADAT1	0.9523809523809523
ADAT2	1.0
ADAT3	0.7844827586206896
ADCK1	0.9705882352941176
ADCK2	0.8936170212765957
ADCK5	0.9767441860465116
ADCY1	0.5116279069767442
ADCY10	0.6807228915662651
ADCY2	0.868421052631579
ADCY3	0.5164319248826291
ADCY4	0.9411764705882353
ADCY5	0.6033210332103321
ADCY6	0.7027027027027027
ADCY7	0.8787878787878788
ADCY8	0.9117647058823529
ADCY9	0.8131868131868132
ADCYAP1	1.0
ADCYAP1R1	0.9545454545454546
ADD1	0.7843137254901961
ADD2	0.975
ADD3	0.7018633540372671
ADGB	0.9826086956521739
ADGRA1	1.0
ADGRA2	0.9801980198019802
ADGRA3	0.6719319562575942
ADGRB1	0.90625
ADGRB2	0.6846846846846847
ADGRB3	0.9859154929577465
ADGRD1	0.9375
ADGRE1	0.96
ADGRE2	0.6358839050131926
ADGRE3	1.0
ADGRE5	0.9518072289156626
ADGRF1	1.0
ADGRF2	0.9512195121951219
ADGRF3	0.9620253164556962
ADGRF4	1.0
ADGRF5	1.0
ADGRG1	0.30655737704918035
ADGRG1;ADGRG1	0.5
ADGRG2	0.7230769230769231
ADGRG3	0.9787234042553191
ADGRG4	0.9438202247191011
ADGRG5	1.0
ADGRG6	0.7950819672131147
ADGRG7	0.9459459459459459
ADGRL1	0.8618421052631579
ADGRL2	0.8282828282828283
ADGRL3	0.9649122807017544
ADGRL4	0.9318181818181818
ADGRV1	0.5488305293393516
ADGRV1;ADGRV1	0.0
ADH1A	1.0
ADH1B	0.8717948717948718
ADH1C	0.75
ADH4	0.9666666666666667
ADH5	0.8571428571428571
ADH6	1.0
ADH7	0.9047619047619048
ADHFE1	0.9629629629629629
ADI1	1.0
ADIG	1.0
ADIPOQ	0.6363636363636364
ADIPOR1	0.5537190082644629
ADIPOR2	0.6666666666666666
ADIRF	1.0
ADK	0.6438356164383562
ADM	0.8823529411764706
ADM2	0.9444444444444444
ADM5	1.0
ADNP	0.5482388973966309
ADNP2	0.9759036144578314
ADO	1.0
ADORA1	0.8
ADORA2A	0.8518518518518519
ADORA2B	0.8695652173913043
ADORA3	1.0
ADPGK	1.0
ADPRH	1.0
ADPRHL1	0.8888888888888888
ADPRM	1.0
ADPRS	0.6774193548387096
ADRA1A	0.8888888888888888
ADRA1B	0.9142857142857143
ADRA1D	0.9811320754716981
ADRA2A	0.8857142857142857
ADRA2B	0.5882352941176471
ADRA2C	0.7906976744186046
ADRB1	0.825
ADRB2	0.5161290322580645
ADRB3	0.9285714285714286
ADRM1	0.8695652173913043
ADSL	0.6521739130434783
ADSL;ADSL	1.0
ADSS1	0.5864197530864198
ADSS2	1.0
ADTRP	1.0
AEBP1	0.4839572192513369
AEBP1;AEBP1	0.0
AEBP2	1.0
AEN	1.0
AFAP1	0.9305555555555556
AFAP1L1	1.0
AFAP1L2	0.9295774647887324
AFDN	0.7058823529411765
AFF1	0.9285714285714286
AFF2	0.764
AFF3	0.6805555555555556
AFF4	0.7035040431266847
AFG1L	1.0
AFG3L2	0.6698113207547169
AFM	1.0
AFMID	0.9285714285714286
AFP	0.782608695652174
AFTPH	1.0
AGA	0.36151603498542273
AGA;AGA	0.3333333333333333
AGAP1	0.6095238095238096
AGAP11	1.0
AGAP2	0.8589743589743589
AGAP3	0.9285714285714286
AGAP4	0.9876543209876543
AGAP4;AGAP4;PARGP1-AGAP4	1.0
AGAP5	1.0
AGAP6	0.9692307692307692
AGAP9	1.0
AGBL1	0.9186991869918699
AGBL2	0.8636363636363636
AGBL3	0.9333333333333333
AGBL4	0.9166666666666666
AGBL5	0.6030927835051546
AGBL5;AGBL5	1.0
AGER	0.9090909090909091
AGFG1	0.896551724137931
AGFG2	1.0
AGGF1	0.9166666666666666
AGK	0.5263157894736842
AGL	0.42729083665338646
AGMAT	0.9393939393939394
AGMO	0.8117647058823529
AGO1	0.6666666666666666
AGO2	0.7096774193548387
AGO3	0.5121951219512195
AGO4	0.9696969696969697
AGPAT1	1.0
AGPAT2	0.5035971223021583
AGPAT3	0.7222222222222222
AGPAT4	1.0
AGPAT5	1.0
AGPS	0.21866666666666668
AGR2	0.8333333333333334
AGR3	1.0
AGRN	0.5850645704660303
AGRP	0.7857142857142857
AGT	0.5693430656934306
AGTPBP1	0.6979166666666666
AGTR1	0.6091954022988506
AGTR2	0.8444444444444444
AGTRAP	1.0
AGXT	0.3559577677224736
AGXT2	0.9130434782608695
AHCTF1	0.9624060150375939
AHCY	0.5939086294416244
AHCYL1	1.0
AHCYL2	1.0
AHDC1	0.5595667870036101
AHI1	0.4995224450811843
AHNAK	0.8725663716814159
AHNAK2	0.8378607809847198
AHR	0.6570680628272252
AHRR	0.8831168831168831
AHSA1	1.0
AHSG	0.8125
AHSP	0.6666666666666666
AICDA	0.6054421768707483
AICDA;AICDA	0.5
AIDA	1.0
AIF1	1.0
AIF1L	1.0
AIFM1	0.7046783625730995
AIFM2	1.0
AIFM3	0.9777777777777777
AIG1	1.0
AIM2	0.7727272727272727
AIMP1	0.6701030927835051
AIMP2	0.6153846153846154
AIMP2;AIMP2	1.0
AIP	0.586046511627907
AIP;AIP	0.5
AIPL1	0.4911392405063291
AIPL1;AIPL1	0.6666666666666666
AIRE	0.4039125431530495
AIRE;AIRE	0.0
AJAP1	1.0
AJUBA	1.0
AK1	0.6222222222222222
AK2	0.581081081081081
AK3	1.0
AK4	1.0
AK5	0.8857142857142857
AK7	0.6201550387596899
AK8	1.0
AK9	0.8828828828828829
AKAIN1	1.0
AKAP1	0.8533333333333334
AKAP10	0.9375
AKAP11	0.9833333333333333
AKAP12	0.9323308270676691
AKAP13	0.92
AKAP14	1.0
AKAP3	0.953125
AKAP4	0.8918918918918919
AKAP5	0.9696969696969697
AKAP6	0.9567901234567902
AKAP7	1.0
AKAP8	0.8556701030927835
AKAP8L	0.9574468085106383
AKAP9	0.6814599751140605
AKAP9;AKAP9	1.0
AKIP1	1.0
AKIRIN1	1.0
AKIRIN2	0.8333333333333334
AKNA	0.9457364341085271
AKNAD1	1.0
AKR1A1	0.8823529411764706
AKR1B1	0.5882352941176471
AKR1B10	0.8421052631578947
AKR1B15	0.9230769230769231
AKR1C1	0.9032258064516129
AKR1C2	0.6756756756756757
AKR1C3	0.9375
AKR1C4	0.7636363636363637
AKR1D1	0.6559139784946236
AKR1E2	0.8048780487804879
AKR7A2	1.0
AKR7A3	0.975
AKT1	0.4666666666666667
AKT1S1	0.875
AKT2	0.504950495049505
AKT3	0.5520833333333334
AKT3;SDCCAG8	0.6
AKTIP	1.0
ALAD	0.53
ALAS1	1.0
ALAS2	0.6839378238341969
ALB	0.6783216783216783
ALCAM	0.8636363636363636
ALDH16A1	0.927536231884058
ALDH18A1	0.686
ALDH1A1	0.9615384615384616
ALDH1A2	0.7142857142857143
ALDH1A3	0.5443037974683544
ALDH1B1	0.873015873015873
ALDH1L1	0.8947368421052632
ALDH1L2	1.0
ALDH2	0.7586206896551724
ALDH3A1	0.8333333333333334
ALDH3A2	0.29705215419501135
ALDH3B1	0.7272727272727273
ALDH3B2	1.0
ALDH4A1	0.5622119815668203
ALDH5A1	0.5714285714285714
ALDH6A1	0.6306306306306306
ALDH7A1	0.5315457413249212
ALDH8A1	0.9512195121951219
ALDH9A1	0.9722222222222222
ALDOA	0.5824175824175825
ALDOA;LOC112694756	0.0
ALDOB	0.2765957446808511
ALDOC	0.96
ALG1	0.4697754749568221
ALG10	0.9069767441860465
ALG10B	0.9444444444444444
ALG11	0.639344262295082
ALG12	0.5012345679012346
ALG13	0.5788819875776398
ALG14	0.7288135593220338
ALG1;ALG1	1.0
ALG1L2	0.9655172413793104
ALG1L9P	0.0
ALG2	0.5433333333333333
ALG3	0.5757575757575758
ALG5	0.7096774193548387
ALG6	0.34757281553398056
ALG8	0.6057692307692307
ALG9	0.564625850340136
ALK	0.6291344123856439
ALK;ALK	1.0
ALKAL1	1.0
ALKAL2	1.0
ALKBH1	1.0
ALKBH2	1.0
ALKBH3	1.0
ALKBH4	1.0
ALKBH5	0.9285714285714286
ALKBH6	1.0
ALKBH7	1.0
ALKBH8	0.7840909090909091
ALLC	1.0
ALMS1	0.48765646731571627
ALOX12	0.8775510204081632
ALOX12B	0.623574144486692
ALOX15	0.8571428571428571
ALOX15B	0.9836065573770492
ALOX5	0.8648648648648649
ALOX5AP	0.6363636363636364
ALOXE3	0.6145251396648045
ALOXE3;HES7	0.0
ALPG	0.8769230769230769
ALPI	0.7540983606557377
ALPK1	0.6690777576853526
ALPK2	0.6690821256038647
ALPK3	0.6108829568788501
ALPL	0.5116796440489433
ALPP	0.8873239436619719
ALS2	0.5598290598290598
ALS2CL	0.9861111111111112
ALX1	0.6060606060606061
ALX3	0.7166666666666667
ALX4	0.5615384615384615
ALYREF	1.0
AMACR	0.6797153024911032
AMBN	0.6666666666666666
AMBP	1.0
AMBRA1	0.9487179487179487
AMD1	1.0
AMDHD1	1.0
AMDHD2	0.96
AMDHD2;CEMP1	1.0
AMELX	0.5
AMELY	0.0
AMER1	0.642691415313225
AMER2	1.0
AMER3	0.9767441860465116
AMFR	0.8333333333333334
AMH	0.6644736842105263
AMHR2	0.6703296703296703
AMIGO1	1.0
AMIGO2	0.96875
AMIGO3	0.95
AMMECR1	0.5869565217391305
AMMECR1L	0.9230769230769231
AMN	0.24860335195530725
AMN1	0.9285714285714286
AMOT	0.8333333333333334
AMOTL1	0.8974358974358975
AMOTL2	0.9714285714285714
AMPD1	0.6796875
AMPD2	0.5656565656565656
AMPD3	0.7543859649122807
AMPH	0.8936170212765957
AMT	0.3905660377358491
AMT;AMT	1.0
AMTN	0.9375
AMY1A;AMY1B;AMY1C	0.9375
AMY2A	0.9285714285714286
AMY2B	0.9649122807017544
AMZ1	0.9452054794520548
AMZ2	0.8181818181818182
ANAPC1	0.8559322033898306
ANAPC10	1.0
ANAPC11	1.0
ANAPC13	1.0
ANAPC15	0.8333333333333334
ANAPC16	1.0
ANAPC1P4	0.0
ANAPC2	0.925
ANAPC4	1.0
ANAPC5	0.9545454545454546
ANAPC7	0.8333333333333334
ANG	0.7272727272727273
ANGEL1	1.0
ANGEL2	1.0
ANGPT1	0.632768361581921
ANGPT2	0.6458333333333334
ANGPT4	0.9487179487179487
ANGPTL1	0.9743589743589743
ANGPTL2	1.0
ANGPTL3	0.6052631578947368
ANGPTL4	0.7941176470588235
ANGPTL5	0.9523809523809523
ANGPTL6	0.9090909090909091
ANGPTL7	0.9615384615384616
ANGPTL8	1.0
ANHX	1.0
ANK1	0.44135429262394194
ANK2	0.66654478976234
ANK3	0.6600896860986547
ANKAR	0.9313725490196079
ANKDD1A	0.9574468085106383
ANKDD1B	0.7272727272727273
ANKEF1	0.984375
ANKFN1	1.0
ANKFY1	0.7628865979381443
ANKH	0.5317919075144508
ANKHD1	1.0
ANKHD1-EIF4EBP3	1.0
ANKHD1-EIF4EBP3;EIF4EBP3	0.9
ANKHD1;ANKHD1-EIF4EBP3	0.7
ANKIB1	1.0
ANKK1	0.8555555555555555
ANKLE1	0.9746835443037974
ANKLE2	0.74375
ANKMY1	0.9545454545454546
ANKMY1;DUSP28	1.0
ANKMY2	1.0
ANKRA2	1.0
ANKRD1	0.6521739130434783
ANKRD10	1.0
ANKRD11	0.507011393514461
ANKRD12	0.9734513274336283
ANKRD13A	1.0
ANKRD13B	0.9666666666666667
ANKRD13C	0.9523809523809523
ANKRD13D	1.0
ANKRD16	1.0
ANKRD17	0.8240740740740741
ANKRD18A	0.9142857142857143
ANKRD18B	0.0
ANKRD2	0.8888888888888888
ANKRD20A1	0.25
ANKRD20A4-ANKRD20A20P	0.0
ANKRD22	1.0
ANKRD23	1.0
ANKRD24	0.978021978021978
ANKRD26	0.7237715803452855
ANKRD26;ANKRD26	1.0
ANKRD27	0.9866666666666667
ANKRD28	0.9846153846153847
ANKRD29	1.0
ANKRD30A	0.9770114942528736
ANKRD30B	0.9619047619047619
ANKRD31	0.9841269841269841
ANKRD33	0.9705882352941176
ANKRD33B	1.0
ANKRD34A	1.0
ANKRD34B	1.0
ANKRD34C	1.0
ANKRD35	1.0
ANKRD36	0.26666666666666666
ANKRD36B	0.0
ANKRD36C	0.23529411764705882
ANKRD37	1.0
ANKRD39	1.0
ANKRD40	1.0
ANKRD42	1.0
ANKRD44	1.0
ANKRD45	1.0
ANKRD46	1.0
ANKRD49	0.8333333333333334
ANKRD50	0.9558823529411765
ANKRD52	0.9743589743589743
ANKRD53	0.9491525423728814
ANKRD54	0.9545454545454546
ANKRD55	0.9591836734693877
ANKRD6	0.8875
ANKRD61	0.0
ANKRD62	0.5
ANKRD63	1.0
ANKRD65	0.9649122807017544
ANKRD66	1.0
ANKRD7	1.0
ANKRD9	1.0
ANKS1A	0.9012345679012346
ANKS1B	0.7971014492753623
ANKS3	0.9176470588235294
ANKS4B	1.0
ANKS6	0.5671140939597316
ANKUB1	1.0
ANKZF1	0.6509635974304069
ANLN	0.7350993377483444
ANLN;KIAA0895	1.0
ANO1	0.8533333333333334
ANO10	0.3548387096774194
ANO2	0.8
ANO3	0.6277372262773723
ANO4	0.975
ANO5	0.6312718786464411
ANO6	0.581151832460733
ANO7	0.8320610687022901
ANO8	0.9795918367346939
ANO9	0.9305555555555556
ANOS1	0.5108695652173914
ANP32A	0.5
ANP32B	0.5714285714285714
ANP32D	1.0
ANP32E	1.0
ANPEP	0.8356164383561644
ANTKMT	1.0
ANTXR1	0.6705882352941176
ANTXR2	0.6407766990291263
ANTXR2;ANTXR2	1.0
ANXA1	0.8620689655172413
ANXA10	1.0
ANXA11	0.6071428571428571
ANXA13	1.0
ANXA2	1.0
ANXA2R	1.0
ANXA3	1.0
ANXA4	0.875
ANXA5	0.9259259259259259
ANXA6	0.8888888888888888
ANXA7	0.9459459459459459
ANXA8L1	0.9
ANXA9	1.0
AOAH	1.0
AOC1	0.9661016949152542
AOC2	0.9857142857142858
AOC3	0.9402985074626866
AOPEP	0.6153846153846154
AOX1	0.8064516129032258
AP1AR	0.9473684210526315
AP1B1	0.7538461538461538
AP1G1	0.8484848484848485
AP1G2	1.0
AP1M1	0.875
AP1M2	1.0
AP1S1	0.14084507042253522
AP1S2	0.22727272727272727
AP1S3	0.7272727272727273
AP2A1	0.9230769230769231
AP2A2	0.9791666666666666
AP2B1	0.9523809523809523
AP2M1	0.38686131386861317
AP2S1	0.4745762711864407
AP3B1	0.6129597197898424
AP3B2	0.5060449050086355
AP3D1	0.5597315436241611
AP3M1	1.0
AP3M2	1.0
AP3S1	1.0
AP3S2	1.0
AP3S2;ARPIN-AP3S2	1.0
AP4B1	0.5988538681948424
AP4B1-AS1	0.0
AP4B1;AP4B1	0.0
AP4E1	0.6530612244897959
AP4M1	0.5017182130584192
AP4S1	0.4457831325301205
AP5B1	0.9436619718309859
AP5M1	1.0
AP5S1	0.9583333333333334
AP5Z1	0.5525114155251142
APAF1	0.8405797101449275
APBA1	0.9545454545454546
APBA2	0.611764705882353
APBA3	0.9868421052631579
APBB1	0.86
APBB1IP	0.9333333333333333
APBB2	1.0
APBB3	0.9736842105263158
APC	0.5600581207620278
APC2	0.5859872611464968
APC;APC	0.25
APCDD1	0.7674418604651163
APCDD1L	1.0
APCS	0.9285714285714286
APEH	0.9393939393939394
APELA	0.0
APEX1	0.7142857142857143
APEX2	0.8333333333333334
APH1A	0.9
APH1B	1.0
API5	1.0
APIP	1.0
APLF	1.0
APLN	1.0
APLNR	0.9411764705882353
APLP1	0.9743589743589743
APLP2	0.9848484848484849
APMAP	1.0
APOA1	0.6007905138339921
APOA1;APOA1	0.0
APOA1;APOC3	0.0
APOA2	0.5833333333333334
APOA4	0.7310924369747899
APOA5	0.5970873786407767
APOB	0.5950271506144613
APOBEC1	0.9285714285714286
APOBEC2	1.0
APOBEC3A;APOBEC3A_B	0.8888888888888888
APOBEC3B	0.8888888888888888
APOBEC3C	1.0
APOBEC3D	1.0
APOBEC3F	0.9285714285714286
APOBEC3G	0.95
APOBEC3H	0.9
APOBEC4	0.9444444444444444
APOBR	0.9069767441860465
APOC1	1.0
APOC2	0.4861111111111111
APOC3	0.5714285714285714
APOC4	1.0
APOC4-APOC2	0.0
APOD	0.9375
APOE	0.5371428571428571
APOF	1.0
APOH	0.8888888888888888
APOL1	0.6545454545454545
APOL2	1.0
APOL3	0.9459459459459459
APOL3;APOL3	1.0
APOL4	0.8888888888888888
APOL5	0.9743589743589743
APOL6	0.9512195121951219
APOLD1	0.96875
APOM	0.875
APOO	0.8
APOOL	1.0
APP	0.6229508196721312
APPBP2	1.0
APPL1	0.7142857142857143
APPL2	0.9767441860465116
APRT	0.5135135135135135
APRT;APRT	1.0
APTX	0.5095541401273885
AQP1	0.6666666666666666
AQP10	1.0
AQP11	0.9523809523809523
AQP12A	0.9130434782608695
AQP12B	1.0
AQP2	0.2749003984063745
AQP3	0.6923076923076923
AQP4	0.8333333333333334
AQP5	0.8372093023255814
AQP6	0.9230769230769231
AQP7	0.875
AQP8	0.8
AQP9	0.9565217391304348
AQR	1.0
AR	0.4270833333333333
ARAF	0.8857142857142857
ARAP1	0.967741935483871
ARAP2	0.9821428571428571
ARAP3	0.991869918699187
ARC	0.7
ARCN1	0.6045197740112994
AREG	1.0
AREL1	0.9838709677419355
ARF1	0.75
ARF3	0.9090909090909091
ARF4	1.0
ARF5	0.8
ARF6	0.6
ARFGAP1	0.9736842105263158
ARFGAP2	0.9743589743589743
ARFGAP3	1.0
ARFGEF1	0.6387096774193548
ARFGEF2	0.5849514563106796
ARFGEF3	0.7988826815642458
ARFIP1	1.0
ARFIP2	1.0
ARFRP1	0.9411764705882353
ARG1	0.36803874092009686
ARG1;ARG1	0.5
ARG2	0.9032258064516129
ARGFX	1.0
ARGLU1	0.8461538461538461
ARHGAP1	0.8333333333333334
ARHGAP10	0.8923076923076924
ARHGAP11A	0.8857142857142857
ARHGAP11A-SCG5;SCG5	0.3333333333333333
ARHGAP11A;ARHGAP11A-SCG5	0.8571428571428571
ARHGAP11B	1.0
ARHGAP12	0.9787234042553191
ARHGAP15	0.96875
ARHGAP17	1.0
ARHGAP18	0.9512195121951219
ARHGAP19	1.0
ARHGAP20	1.0
ARHGAP21	0.8581081081081081
ARHGAP22	0.9577464788732394
ARHGAP23	0.9862068965517241
ARHGAP24	0.762589928057554
ARHGAP25	0.9411764705882353
ARHGAP26	0.7755102040816326
ARHGAP27	1.0
ARHGAP28	0.9428571428571428
ARHGAP29	0.75
ARHGAP30	0.9846153846153847
ARHGAP31	0.6949602122015915
ARHGAP32	0.7757575757575758
ARHGAP33	0.9230769230769231
ARHGAP33;ARHGAP33	1.0
ARHGAP35	0.7721518987341772
ARHGAP36	1.0
ARHGAP39	0.9578947368421052
ARHGAP4	0.8452380952380952
